bought,region,size,oldest,income,children,race,connection,hispanic
13.98,4,4,9,7,1,1,1,0
96.95,4,4,7,7,1,1,1,1
88.92,3,1,3,6,0,1,1,0
87.92,4,4,9,7,1,1,1,1
206.41,3,6,6,1,1,1,1,1
119.99,1,2,2,3,0,1,1,1
193.91,1,2,10,1,0,5,1,0
1.44,3,2,8,6,1,1,1,0
55.93,2,3,8,7,1,1,1,0
222.45,2,2,7,7,1,1,1,1
13.98,2,6,6,4,1,1,1,0
95.02,4,5,8,5,1,1,1,0
88.36,4,2,5,6,0,1,1,0
55,3,3,8,4,1,1,1,0
36.2,1,2,6,7,0,1,1,0
11.99,1,2,6,5,1,1,1,1
102.53,1,4,9,6,1,1,1,0
6.49,1,3,6,7,1,1,1,1
7.97,3,2,7,5,0,1,1,0
150.89,1,3,11,1,0,1,1,0
43.93,4,3,10,7,1,1,1,0
66.46,1,4,9,6,1,1,1,0
76.95,1,2,7,7,0,1,1,1
260.52,3,4,3,4,1,1,1,0
199.98,4,2,4,5,1,1,1,0
141.42,3,2,9,7,0,1,1,0
49.96,4,2,9,5,0,1,1,0
99.99,2,5,6,1,1,1,1,0
62.43,4,6,8,4,1,1,1,1
150.94,1,4,9,7,1,1,1,0
13.99,3,5,11,5,1,1,1,0
178.19,3,4,8,6,1,1,1,0
338.93,3,3,9,6,1,1,1,0
32.32,3,2,6,7,1,1,1,0
123.16,2,6,7,7,1,1,1,0
3,3,4,6,7,1,1,1,0
324.87,3,5,4,6,1,1,1,1
79.44,3,2,4,4,0,1,1,0
21.15,4,2,9,7,0,1,1,0
15.64,3,2,8,4,1,1,1,1
59.85,4,6,7,7,1,1,1,0
1663.2,2,4,6,7,1,1,1,0
291.97,4,2,11,5,0,1,1,1
58.15,3,2,6,6,1,1,1,0
648.88,1,2,6,7,0,1,1,0
5.43,4,4,6,5,1,1,1,0
5.96,3,2,6,5,0,1,1,0
30.81,2,4,7,6,1,1,1,0
32.35,3,3,6,3,1,1,1,0
9.36,1,3,8,5,1,1,1,0
21.95,2,3,7,4,1,1,1,1
374.69,3,4,9,4,1,1,1,0
22.45,1,2,8,4,0,1,1,0
162.89,1,3,6,6,1,1,1,0
95.46,4,2,11,7,0,1,1,0
156.18,4,5,6,5,1,1,1,0
51.96,3,2,3,5,1,1,1,0
47.96,3,1,3,3,0,1,1,1
123.2,3,3,3,7,1,1,1,1
333.59,3,3,7,7,1,1,1,0
9.95,2,2,2,2,1,1,1,0
918.22,3,2,6,4,1,1,1,0
43.32,3,1,8,3,0,1,1,1
71.93,3,6,5,5,1,1,1,0
55.14,1,5,8,6,1,1,1,0
91.98,4,3,8,5,1,1,1,0
109.83,4,2,3,1,1,1,1,0
193.7,3,4,7,4,1,1,1,0
78.93,4,2,8,7,0,1,1,0
31.5,4,2,9,1,0,5,1,1
26.97,4,2,10,4,0,1,1,1
557.3,2,2,7,1,1,1,1,0
275.34,4,5,6,7,1,3,1,0
69.54,3,3,3,3,1,1,1,0
67.03,3,2,11,5,0,1,1,0
35,4,4,3,2,1,1,1,0
327.02,2,6,9,6,1,1,1,0
180.93,1,3,7,5,1,1,1,0
65.43,3,4,9,7,1,1,1,0
27.98,3,2,5,5,0,1,1,1
218.98,1,3,11,5,1,1,1,0
19.99,3,3,5,1,1,1,1,0
8.97,1,2,11,1,0,1,1,1
50,2,6,7,7,1,1,1,1
209.43,2,6,10,6,1,1,1,0
68.22,3,3,9,3,1,1,1,0
29.98,4,5,6,5,1,1,1,0
197.68,3,4,6,5,1,1,1,0
203.5,1,2,10,5,0,1,1,0
329.79,1,5,4,6,1,1,1,1
40.74,2,2,5,6,0,1,1,0
26.99,4,1,4,5,0,1,1,0
25.98,3,2,10,1,1,1,0,0
12.07,3,6,8,1,1,1,1,0
301.73,3,5,5,7,1,1,1,0
121,1,3,11,7,1,1,1,1
36.67,1,5,5,6,1,1,1,0
64.6,1,2,11,7,1,1,1,0
43.97,4,2,10,4,1,1,1,0
14.92,3,2,4,5,0,1,1,0
26.37,2,3,6,7,1,1,1,0
38.68,3,2,8,3,0,1,1,0
113.12,2,4,4,6,1,1,1,0
61.16,3,3,6,5,1,1,1,0
33.72,3,3,5,7,1,1,1,0
41.11,1,4,6,7,1,1,1,1
114.52,3,1,8,3,0,1,1,0
300,4,5,10,5,1,1,1,0
221.47,4,2,8,1,1,5,1,1
43.99,2,4,7,7,1,1,1,0
28.85,2,5,9,7,1,1,1,0
178.43,2,1,7,7,0,1,1,0
24.9,3,3,6,7,1,1,1,1
99.98,3,2,11,5,0,1,1,0
34,3,5,9,7,1,1,1,0
258.46,3,5,6,7,1,1,1,1
137.9,3,3,7,5,1,1,1,0
20,4,5,4,4,1,1,1,0
7.99,3,1,6,7,0,1,1,1
23.99,1,5,7,3,1,1,1,0
332.01,1,4,8,6,1,1,1,0
109,1,4,8,6,1,1,1,0
42.41,4,2,8,5,1,1,1,0
36.06,1,4,6,7,1,1,1,0
62.12,4,5,7,3,1,5,1,0
60.98,3,3,6,3,1,2,1,0
74.95,4,4,8,7,1,1,1,0
315.89,2,2,8,7,0,1,1,1
352.86,1,4,6,6,1,1,1,0
13.9,3,3,8,4,1,1,1,0
83.18,3,4,6,1,1,1,1,0
33.54,1,4,4,6,1,1,1,0
19.94,4,2,8,7,0,1,1,0
51.42,3,2,5,6,0,1,1,0
27,1,2,5,1,0,1,1,0
285,1,2,11,7,1,1,1,0
76.82,3,4,5,7,1,1,1,0
34.16,3,2,1,6,1,1,1,0
103.12,1,5,9,6,1,1,1,1
46.2,3,4,8,5,1,1,1,0
171.37,1,2,7,6,1,1,1,0
14.85,1,4,9,7,1,1,1,0
114.94,2,2,4,6,0,1,1,1
159.95,2,3,6,6,1,1,1,0
25.15,3,3,7,7,1,1,1,0
42.67,4,3,4,4,1,1,1,1
33.53,1,2,7,3,1,1,1,0
32.88,2,5,5,1,1,2,1,0
19.8,2,4,6,4,1,1,1,1
4.25,3,5,7,2,1,2,1,0
8,3,5,5,3,1,1,1,0
519.97,1,6,8,2,1,2,1,0
13.99,2,3,5,5,1,1,1,0
58.24,2,2,8,7,0,1,1,0
66.65,3,2,10,5,1,1,1,0
184.35,4,2,8,7,0,1,1,0
11.99,1,3,9,5,1,1,1,0
96.71,3,2,6,5,0,1,1,0
307.33,2,2,9,5,1,1,1,0
3.4,3,6,5,7,1,1,1,0
60.55,2,1,10,6,0,1,1,0
41.58,3,5,5,6,1,1,1,0
49.96,3,4,8,5,1,1,1,0
7.99,1,6,11,5,1,1,1,1
32.94,4,3,7,5,1,3,1,0
207.99,2,2,11,2,0,1,1,0
6,1,5,8,7,1,1,1,1
417.21,4,2,5,7,0,3,1,0
70.33,1,4,5,5,1,1,1,0
36.47,1,6,9,7,1,1,1,1
51.9,2,2,2,5,0,1,1,1
249.99,3,1,3,5,0,1,1,0
49.16,3,3,9,6,1,1,1,0
7.99,2,3,9,1,1,1,1,0
6.04,2,4,8,6,1,1,1,0
40.8,3,2,8,5,0,1,1,0
415.37,3,1,7,1,0,1,1,0
327.28,3,5,7,5,1,1,1,1
89.71,4,5,9,7,1,1,1,1
202.65,1,5,5,4,1,1,1,0
89.31,2,2,10,4,0,1,1,1
60.96,2,2,9,7,0,1,1,0
875.45,3,3,5,6,1,1,1,0
29,4,2,9,1,1,1,1,0
11.9,4,2,7,6,0,1,1,0
4.28,3,6,7,2,1,1,1,0
33.61,3,3,7,7,1,1,1,0
99.09,3,4,5,5,1,1,1,0
31.12,1,4,11,7,1,1,1,1
71.95,4,1,4,6,0,1,1,0
23.92,4,4,5,2,1,1,1,0
14.99,4,2,3,2,0,1,1,1
4.95,2,4,8,4,1,1,1,0
33.98,3,1,11,2,0,1,1,1
239.49,3,2,5,6,0,1,1,1
48.57,3,4,10,5,0,1,0,0
303.57,4,5,9,7,1,1,1,0
98.48,3,4,8,7,1,1,1,1
72.91,3,2,6,7,1,1,1,1
129.99,1,6,9,4,1,1,1,0
8.99,2,2,3,1,0,1,1,0
110.05,1,2,4,7,1,1,1,0
2,4,2,10,4,1,1,1,0
17.99,4,1,10,7,0,1,1,1
23.94,3,2,9,1,0,1,1,0
16.47,1,4,6,7,1,1,1,0
79.99,4,2,11,3,1,1,1,0
14.94,2,4,7,6,1,1,1,0
389.38,2,6,8,6,1,1,1,1
2.99,3,3,7,1,1,1,1,0
8.4,4,2,11,7,0,1,1,1
69,1,4,9,7,1,1,1,0
25.78,2,4,5,7,1,1,1,0
13.57,4,1,6,3,0,1,1,0
90.94,3,3,8,6,1,1,1,0
35.98,4,3,9,5,1,1,1,1
9.98,4,3,3,5,1,1,1,0
19.79,2,2,8,5,0,1,1,0
11.2,3,4,8,7,1,1,1,0
188.07,1,5,10,5,1,1,1,0
60,3,4,7,3,1,1,0,0
16.47,3,3,7,7,1,1,1,0
9.61,3,5,8,7,1,1,1,0
8.98,3,2,10,6,0,1,1,0
405.26,1,3,6,2,1,5,0,1
150.39,2,2,9,4,0,1,1,0
119.99,3,5,8,4,1,2,1,0
345.7,1,5,10,3,1,1,1,0
29.94,3,3,6,5,1,1,1,0
77.09,1,2,11,4,1,1,1,0
55.49,1,3,6,6,1,1,1,0
170.55,4,5,8,2,1,1,1,1
128.77,1,2,4,1,1,1,1,0
32.45,4,4,7,4,1,1,1,0
63,1,6,10,4,1,1,1,1
19,4,5,5,5,1,1,1,0
305.92,1,4,10,5,1,1,1,0
113.95,4,3,5,2,1,1,1,0
14.93,1,3,9,5,1,1,1,0
20,1,3,8,6,1,1,1,0
24.99,3,3,11,1,1,1,1,0
84.04,3,4,11,3,1,1,1,1
65.95,1,1,7,6,0,1,1,0
171.55,3,5,11,6,1,1,1,0
11.96,3,3,8,6,1,1,1,1
257.46,1,4,7,6,1,1,1,1
53.98,3,3,10,6,1,1,1,0
22.68,2,4,6,6,1,1,1,0
49.41,2,4,7,7,1,1,1,1
19.99,4,5,4,1,1,1,1,0
61.02,2,5,9,7,1,1,1,0
34.43,1,4,10,1,1,3,1,0
27.95,2,2,4,4,0,1,1,0
8.95,3,1,6,1,0,1,1,0
169.98,2,2,7,6,1,1,1,0
6.87,3,3,3,5,1,1,1,1
187.31,3,3,11,1,1,1,1,0
57.61,4,3,8,2,1,5,1,0
71.87,2,2,4,5,1,1,1,0
529,1,1,7,6,0,1,1,0
130.95,3,4,7,6,1,1,1,1
132.74,4,2,6,5,0,1,1,1
1.99,3,4,8,5,1,1,1,0
125.39,1,5,7,7,1,1,1,0
56.29,1,1,7,6,0,1,1,0
40.9,3,2,6,5,1,1,1,0
119.8,3,2,9,2,0,1,1,1
37.04,2,3,6,7,1,1,1,0
85.86,2,4,5,5,1,1,1,1
8.39,1,4,8,7,1,1,1,0
162.83,2,3,4,5,1,1,1,0
550.25,3,6,8,5,1,1,1,0
1.88,2,6,9,7,1,1,1,1
15.9,4,2,3,2,0,1,1,0
44.1,3,2,11,3,0,2,1,0
46.76,3,2,5,3,0,1,1,1
43.49,1,4,6,5,1,1,1,0
11.55,4,2,8,7,0,3,1,0
33.38,3,3,7,7,1,1,1,0
105.44,3,2,2,1,0,5,1,0
88.97,2,3,5,6,1,1,1,0
15.13,3,5,7,4,1,1,1,0
7.69,2,2,10,4,0,1,1,1
14,3,3,5,5,1,1,1,0
22.98,3,4,5,7,1,1,1,0
140.58,3,5,6,7,1,1,1,0
303.74,3,2,5,4,1,1,1,0
1.98,4,3,9,6,1,1,1,0
545.9,1,4,4,7,1,1,1,0
11.55,3,2,4,1,0,2,1,0
17.27,4,6,5,7,1,1,1,0
2.18,1,2,8,6,0,2,1,0
32.72,3,3,8,6,1,1,1,0
41.5,1,3,4,6,1,1,1,0
43.94,4,2,11,3,0,1,1,0
14.49,3,4,3,1,1,1,1,0
23.13,3,1,8,2,0,1,1,1
58.2,4,4,8,5,1,5,1,0
31.12,3,5,8,7,1,1,1,1
75.95,4,2,8,5,0,1,1,0
69.47,2,2,2,1,0,1,1,0
11.6,2,3,6,4,1,1,1,0
92.98,1,4,6,1,1,1,1,1
14.11,3,4,9,7,1,1,1,0
115.62,2,4,8,7,1,1,1,0
24,2,5,6,1,0,1,1,1
114.94,3,3,7,7,1,1,1,0
55.81,2,4,9,7,1,1,1,0
63.39,1,4,7,4,1,1,1,0
307.34,1,2,9,4,1,1,1,0
35.71,1,3,11,4,1,1,1,1
24.8,1,2,7,5,0,3,1,0
143.54,4,4,2,7,1,1,1,0
48.94,4,2,3,5,0,1,1,0
39.45,3,6,6,7,1,1,1,0
184.87,2,2,7,7,1,1,1,0
234.27,4,2,4,5,1,1,1,0
360.57,1,3,6,2,1,1,1,1
99,1,2,5,5,1,1,1,1
29.9,1,2,6,5,0,1,1,0
19.95,4,2,11,7,0,1,1,0
23.97,1,2,11,1,0,1,1,0
112.67,4,2,5,7,0,1,1,0
188.8,2,3,3,5,1,1,1,1
49.99,3,3,9,6,1,1,1,0
2.29,1,1,8,3,0,1,1,0
1576.1,3,3,11,5,1,1,1,1
42.04,3,1,6,1,0,1,1,0
26.98,2,6,7,7,1,1,1,0
54.11,4,3,7,1,1,1,1,0
29.04,3,2,8,5,0,1,1,0
34.8,3,2,7,2,1,2,1,0
21,1,4,4,5,1,1,1,0
84.74,3,2,3,3,0,1,1,0
23.95,4,2,5,3,0,1,1,0
199.95,4,3,9,6,1,1,1,0
186.98,4,4,7,5,1,5,1,0
283.24,3,1,7,7,0,1,1,0
287.16,4,2,11,7,0,1,1,0
38.97,1,4,11,5,1,1,1,0
71.92,1,2,3,3,0,1,1,0
42.75,1,2,11,6,0,1,1,1
19.99,3,3,6,5,1,1,1,0
104.9,1,2,3,1,1,1,1,0
13.46,4,2,6,7,0,1,1,1
38.19,1,4,8,7,1,1,1,0
23,3,2,3,6,0,1,1,0
321.93,2,4,6,7,1,1,1,0
98.98,2,2,3,4,0,1,1,0
10.19,3,4,5,5,1,1,1,0
88.14,3,2,6,7,0,1,1,0
38.89,3,2,4,5,0,1,1,0
614.95,2,2,8,6,0,1,1,1
47.45,3,2,2,6,1,1,1,0
9.99,1,2,11,5,1,1,1,0
41.95,1,1,5,7,0,1,1,0
45.91,1,5,7,3,1,1,1,0
147.29,4,2,8,5,0,1,1,0
83.94,2,3,4,5,1,1,1,0
64.95,2,3,11,5,0,1,0,0
220.02,4,2,5,6,0,1,1,0
25.42,4,1,8,7,0,1,1,0
146.7,3,3,7,6,1,1,1,0
72.86,3,3,6,6,1,1,1,0
120.91,2,4,7,7,1,1,1,0
439.99,3,3,5,7,1,1,1,0
269.26,4,1,8,1,0,1,1,0
2,2,5,11,1,1,1,1,0
23.48,2,1,6,7,0,1,1,1
19.93,1,2,8,6,1,1,1,0
23.4,3,4,8,6,1,1,1,0
61.95,4,2,11,5,0,1,1,0
37.95,3,2,5,2,0,1,1,0
677.09,3,5,8,7,1,1,1,0
46.69,1,4,7,7,1,1,1,0
18.45,2,2,8,6,1,1,1,0
54.16,4,2,9,7,0,1,1,1
261.35,3,5,10,7,1,1,1,0
25.99,2,6,8,5,1,1,1,0
17.13,2,4,5,5,1,1,1,0
669.79,4,1,5,1,0,1,1,0
19.77,3,5,7,3,1,1,1,0
106.19,4,4,7,1,1,1,1,0
149.95,3,5,5,5,1,1,1,0
21.98,2,2,9,4,0,1,1,0
54.98,3,3,9,7,1,1,1,0
49.47,4,2,7,5,0,1,1,0
60.76,1,3,11,6,1,1,1,0
4,2,4,5,3,1,1,1,0
25,3,4,8,3,1,1,1,0
10.54,3,4,6,7,1,1,1,1
11.43,1,4,5,5,1,1,1,0
23.28,3,3,5,2,1,2,1,0
49.92,3,2,9,7,0,1,1,0
35.13,1,5,7,7,1,1,1,0
34.02,3,2,4,2,0,1,1,0
252.75,2,6,8,7,1,1,1,0
45.14,3,2,5,5,0,1,1,0
57.48,1,5,6,4,1,1,1,0
836.62,3,5,7,4,1,2,1,0
55.95,4,4,10,7,1,1,1,0
176.7,3,3,6,7,1,1,1,0
247.4,4,4,7,4,1,1,1,0
31.99,3,1,5,7,0,1,1,0
104,3,3,6,7,1,1,1,1
46.96,3,2,4,5,0,1,1,0
185.98,4,3,6,5,1,1,1,0
85.35,3,5,9,5,1,1,1,1
48.54,1,2,7,1,0,1,1,0
14.98,1,2,7,4,0,1,1,1
25,1,3,8,5,1,1,1,0
248,1,5,8,7,1,2,1,1
8,3,2,11,5,0,1,1,1
72.47,4,3,11,4,1,1,1,0
10.19,4,4,7,5,1,1,1,0
11.99,1,5,6,5,1,2,1,0
164.77,4,4,8,7,1,1,1,1
29.66,2,2,4,3,1,2,1,0
24.49,1,3,9,6,1,1,1,0
101.46,3,5,6,5,1,1,1,1
16.47,1,2,8,7,1,1,1,1
178.6,1,2,4,3,1,1,1,1
38.98,1,5,8,7,1,1,1,0
117.06,3,3,7,6,1,1,1,0
37.98,4,3,7,2,1,1,1,0
325.97,1,2,9,7,0,1,1,0
49.5,2,5,11,6,1,1,1,0
77.04,3,5,7,3,1,1,1,0
27.98,3,3,8,5,1,1,1,0
330.19,4,2,8,5,0,1,1,0
69.61,3,2,9,5,0,1,1,1
12.98,4,3,9,6,1,1,1,0
94.5,1,4,10,7,1,1,1,0
26.39,3,2,11,5,0,1,1,0
0.49,4,4,7,3,1,1,1,0
29.97,3,3,7,1,1,2,1,0
53.56,3,4,9,6,1,1,1,0
9.99,3,3,7,7,1,1,1,0
21.98,3,3,10,5,1,1,1,0
225.88,3,3,7,1,1,1,1,1
48.74,2,2,7,5,0,1,1,0
139.96,4,2,7,6,0,1,1,1
88.05,3,2,7,5,0,1,1,0
796.96,2,3,9,3,0,1,1,1
230.01,2,3,11,1,1,2,1,0
39.64,2,2,7,6,1,1,1,0
35.47,3,5,10,7,1,1,1,0
224.41,2,4,6,5,1,1,1,0
97.16,3,2,8,7,0,1,1,1
183.28,3,4,8,7,1,1,1,0
80.07,3,3,3,4,1,1,1,0
181.8,1,2,8,6,0,1,1,0
119,2,3,7,5,1,1,1,0
87.3,3,2,9,6,0,1,1,0
99.98,2,2,8,5,0,1,1,0
492.5,4,5,7,2,1,1,1,0
54.32,3,3,8,7,1,1,1,1
57.95,1,5,9,6,1,1,1,0
142,2,4,8,1,1,1,1,0
65.52,3,2,10,7,0,1,1,0
7.93,3,2,6,6,0,1,1,1
209.88,3,3,8,7,1,1,1,0
30.2,3,2,7,6,0,1,1,0
106.9,4,3,3,7,0,1,1,0
16.46,4,4,7,5,1,5,0,0
134.44,2,2,9,1,0,1,1,0
23.85,3,4,10,5,1,1,1,0
7.99,3,1,11,5,0,1,1,0
15.57,3,3,6,7,1,1,1,1
139.73,3,5,9,7,1,1,1,0
129.99,3,3,10,7,1,1,1,0
57.5,3,3,11,1,0,2,1,0
146.52,3,5,7,1,1,1,1,0
57.64,4,3,8,6,1,1,1,0
10.88,3,3,11,1,1,2,1,1
15,3,2,4,1,0,1,1,0
27.99,2,4,7,7,1,1,1,0
367.01,3,2,11,4,0,1,1,0
5.56,3,2,6,1,0,1,1,1
13.99,2,2,4,5,0,1,0,1
99.99,3,3,6,5,0,1,1,0
21.44,2,5,4,6,1,1,1,0
77.17,3,4,4,6,0,1,1,1
33.23,3,2,5,5,1,1,1,0
57.07,1,3,9,6,1,1,1,0
1.59,1,2,6,5,0,1,1,0
62.82,3,3,10,6,1,1,1,0
10.17,3,3,6,7,1,2,1,0
123.15,1,3,4,2,1,1,1,0
3,3,4,4,2,1,1,1,0
40.16,3,2,11,4,1,1,1,0
27.14,3,3,9,6,1,1,1,0
16.48,3,4,6,7,1,1,1,1
122.85,3,2,8,2,0,1,1,0
39.96,1,5,7,7,1,1,1,0
44.12,4,2,8,4,1,1,1,0
119.32,2,5,3,1,1,1,1,0
76.25,2,3,6,7,1,1,1,1
69.99,3,1,7,2,0,1,1,0
45.42,3,4,7,5,1,1,1,0
126.92,1,6,7,4,1,1,1,0
71.45,4,5,8,6,1,1,1,1
12.07,2,3,11,1,1,1,1,0
262.45,3,2,7,2,0,1,1,0
98.25,3,1,10,2,0,1,1,0
38.72,1,2,5,5,1,1,1,1
31.99,1,3,9,2,1,1,1,0
7.5,4,1,5,6,0,1,1,0
32.89,1,4,10,5,1,1,1,0
46.32,2,6,6,6,1,1,1,0
53.95,3,4,9,7,1,1,1,0
69.99,2,4,5,4,1,1,1,0
10.95,1,6,7,6,1,1,1,0
32.23,1,3,10,5,1,1,0,0
144.36,3,2,11,5,0,1,1,0
127.47,4,4,10,5,1,1,1,0
11.45,3,3,11,1,1,1,1,0
19.12,3,4,6,3,1,1,1,0
101.84,2,3,10,2,1,1,1,1
3.7,4,4,7,7,1,1,0,1
400.58,2,2,9,5,0,1,1,0
19.99,4,2,5,6,0,1,1,0
83.74,3,3,5,4,1,1,1,0
122.33,1,2,4,6,1,1,1,0
199.99,3,3,10,3,1,1,1,0
66.66,1,1,8,6,0,1,1,0
230.42,1,3,7,5,1,1,1,0
7.85,1,4,8,1,0,1,1,0
4.49,4,4,11,5,1,1,1,1
65,3,4,11,2,1,1,1,0
39.95,3,3,8,6,1,1,1,0
49.99,2,3,4,1,1,1,1,0
13.57,3,2,11,2,1,1,1,0
156.47,3,2,4,2,0,1,1,0
13.87,3,3,7,6,1,1,1,0
6.55,1,4,7,7,1,1,1,0
348.47,3,4,11,7,1,1,1,0
32.57,1,3,10,6,1,1,1,0
11.46,3,5,8,7,1,1,1,0
359,4,6,7,7,1,1,1,1
40.95,1,3,6,6,1,1,1,0
163.64,4,2,3,6,0,1,1,0
231.38,1,2,6,2,0,1,1,0
179.8,1,4,7,4,1,1,1,0
36.95,1,4,6,7,1,1,1,0
280.81,1,5,8,6,1,1,1,1
12.99,3,6,9,6,1,1,0,0
7.75,3,2,9,7,0,1,1,0
56.93,3,2,6,4,1,1,1,0
29.98,4,2,3,6,1,1,1,1
44.34,2,1,5,4,0,2,1,0
143.91,1,2,6,7,0,1,1,0
106.61,3,3,11,7,1,1,1,0
52.23,1,1,7,6,0,1,1,0
72.23,1,4,9,2,1,1,1,0
24.98,3,4,8,5,1,1,1,0
19.46,3,3,9,7,1,1,1,0
19.98,3,4,7,7,1,1,1,0
1289.03,3,2,11,4,0,1,1,0
52.66,1,2,10,5,0,1,1,1
44.88,1,5,5,3,1,2,1,0
4.8,1,6,6,5,1,1,1,0
31.46,1,4,8,6,1,1,1,0
13.59,3,2,11,3,0,1,1,0
21.93,3,2,6,1,0,2,1,0
60.02,2,3,6,6,1,1,1,0
153.97,4,2,10,3,0,1,1,0
61.94,1,2,3,6,0,1,1,0
237.08,1,2,8,7,1,1,1,1
119.8,1,5,10,6,1,1,1,0
441.27,3,6,6,3,1,1,1,1
28.95,2,4,8,7,1,1,1,0
28.15,4,2,6,7,0,1,1,0
549.4,3,2,8,5,1,2,1,0
7.72,3,6,9,5,1,1,1,0
18.53,3,5,5,5,1,1,1,0
6.99,3,3,9,7,1,1,1,0
75.46,4,2,7,5,0,1,1,0
37.47,4,4,9,6,1,1,1,0
0.99,2,1,6,4,0,1,1,1
1.63,4,2,11,5,1,1,1,0
978.62,3,6,3,6,1,1,1,1
48.75,2,6,5,6,1,1,1,0
37.5,2,3,7,3,1,1,1,0
19.98,3,3,9,4,0,1,1,1
57.64,1,5,3,3,1,1,1,1
25.27,2,1,6,2,0,1,1,0
85.44,2,2,8,6,1,2,1,0
60.39,3,1,3,1,0,2,1,0
49.8,2,6,6,6,1,1,1,0
17.96,3,4,5,5,1,1,1,0
119.99,3,6,2,1,1,1,1,0
83.54,1,5,6,3,1,1,1,1
12.51,3,4,6,7,1,1,1,0
2267.48,1,2,8,7,1,1,1,1
33.68,1,6,11,5,1,1,1,0
39.85,2,3,8,7,1,1,1,0
16.47,2,3,9,4,1,1,1,0
26.53,1,2,8,7,1,1,1,0
379.25,2,4,6,5,1,1,0,0
41.42,1,3,2,1,1,2,1,0
35.92,4,2,7,5,0,1,1,1
159.99,4,2,6,6,0,1,1,0
1.95,2,2,9,5,0,2,1,0
93.4,1,4,11,2,1,5,1,0
39.98,3,3,5,3,1,1,1,0
2.99,3,5,8,6,1,1,1,0
286.45,4,4,7,7,1,1,1,1
69.9,2,5,11,6,1,1,1,0
50,4,4,5,1,1,5,1,0
223.32,2,4,6,7,1,1,1,0
28.51,3,2,2,7,1,1,1,1
52.57,4,2,9,6,0,1,1,0
8.99,4,2,6,7,0,1,1,0
36.52,3,2,2,1,0,1,1,1
43,2,2,11,5,0,1,1,1
85.75,3,2,6,7,1,1,1,1
247.31,3,5,6,3,1,1,1,0
21.69,4,1,9,1,0,1,1,0
42.53,2,5,7,3,1,1,1,0
903.1,1,4,11,3,1,1,1,0
14.99,3,2,7,7,0,1,1,0
43.43,4,2,6,1,1,1,1,0
79.98,3,5,10,7,1,1,1,1
91.96,3,4,11,4,1,1,1,0
107.29,3,2,3,6,0,1,1,1
666.93,2,3,7,2,1,1,1,0
42.03,3,4,5,6,1,1,1,1
52.19,1,3,7,6,1,1,1,0
19.97,1,2,6,1,0,1,1,1
6.99,2,4,7,7,1,1,1,0
188.1,1,4,8,1,1,1,1,0
83.85,3,2,11,6,0,1,1,0
382.17,2,6,7,7,1,1,1,0
14.99,1,2,6,5,0,1,1,0
19,1,2,8,4,0,1,1,0
382.3,1,2,2,1,0,1,1,0
47.45,3,2,9,7,0,1,1,0
113.4,1,2,6,6,1,1,1,0
178.45,1,5,8,7,1,1,1,0
12.48,3,2,7,7,0,1,1,0
19.31,4,1,8,6,0,1,1,0
118.66,1,5,7,7,1,1,1,0
228.17,4,6,2,2,1,1,1,0
81.48,3,2,11,2,0,1,1,0
14.99,3,2,3,5,1,1,1,0
18.37,3,2,7,5,0,1,1,0
21.98,3,5,7,6,1,1,1,0
95.1,3,3,9,2,1,1,1,0
30.58,3,4,5,6,1,1,1,0
35.51,4,1,10,1,0,1,1,0
0.99,1,2,9,1,1,1,0,1
121.32,1,6,8,6,1,1,1,1
16.41,1,2,6,5,1,1,1,0
255.41,1,5,6,7,1,1,1,0
150.37,2,2,11,5,1,1,1,0
90,1,2,11,4,0,1,1,0
78.62,1,4,6,5,1,1,1,0
36.99,1,2,10,5,0,1,1,1
10.5,4,3,10,5,1,1,1,0
69.28,1,1,8,5,0,1,1,1
13.59,3,2,10,7,0,1,1,0
35.44,3,4,7,4,1,1,1,0
24.14,2,3,6,5,1,2,1,0
17.95,4,2,5,2,0,1,1,0
47.94,3,2,8,7,0,1,1,0
41.9,4,1,6,6,0,1,1,0
19.99,4,5,9,1,1,1,1,0
288.93,4,4,10,3,1,5,1,0
95.14,2,6,5,3,1,1,1,0
327.54,3,2,8,7,1,1,1,0
46.49,2,4,8,5,1,1,1,0
342.64,3,2,6,4,1,1,1,0
51.51,4,1,8,7,0,1,1,1
14,1,6,7,7,1,1,1,0
32,3,2,8,6,1,1,1,1
9.54,3,3,3,5,1,1,1,0
9.99,2,6,5,7,1,1,1,0
76.95,4,4,9,7,1,1,1,0
88.8,4,6,8,7,1,1,0,0
18.44,2,4,9,3,1,1,1,0
219.98,4,2,4,5,1,1,1,1
19.99,2,6,6,6,1,1,1,0
14.99,3,3,8,5,1,1,1,0
12.43,2,5,8,6,1,1,1,0
89.95,3,2,7,7,1,1,1,0
21.38,1,2,8,1,0,2,1,0
59.96,3,4,9,6,1,1,1,0
306.97,1,2,10,1,1,1,1,0
35.97,2,6,6,5,1,1,0,1
161.34,3,4,9,6,1,1,1,1
27.55,3,2,4,5,0,1,1,0
38.91,1,2,9,6,0,1,1,0
3.08,2,2,4,1,0,1,1,1
169.71,1,4,10,6,1,1,1,0
351.98,4,2,8,6,1,1,1,0
4.25,3,4,8,5,1,1,1,1
59.99,3,4,3,7,1,1,1,0
14.8,1,3,4,1,1,1,0,0
127.96,1,3,10,1,1,5,1,0
276.74,3,4,8,2,1,2,1,0
273.45,2,2,8,7,1,1,1,0
40.06,1,4,6,6,1,1,1,0
