bought,region,size,oldest,income,children,race,connection,hispanic
46.95,1,2,11,4,0,1,0,1
206.59,3,2,2,6,0,1,1,0
232.83,1,3,5,6,0,1,1,0
28.64,1,3,8,7,1,1,1,0
95,2,2,11,5,1,1,1,0
29.07,2,1,6,1,0,1,1,1
115.46,3,3,10,7,1,1,0,0
14.99,1,2,11,7,1,1,1,0
179,3,4,7,7,1,1,1,0
5.99,3,3,9,7,1,1,1,0
40.48,3,2,9,7,1,1,1,0
85.17,4,2,11,5,0,1,1,0
41.93,3,5,6,6,1,1,1,0
9.01,4,2,11,5,1,1,1,0
18.87,2,3,11,7,1,1,1,0
50.96,4,2,7,7,0,1,1,1
161.77,4,2,4,3,0,1,1,0
337.53,2,2,9,7,1,1,1,0
573.08,3,2,8,7,0,1,1,1
68.29,1,4,11,6,1,1,1,0
55.3,4,2,8,3,0,1,1,1
66.15,3,4,7,7,1,1,1,0
48.72,3,1,7,6,0,1,1,0
97.09,2,3,9,3,1,1,1,0
37.98,1,4,10,7,1,1,1,0
35.25,2,3,9,4,1,1,1,0
68.68,1,2,4,1,0,1,1,0
34.99,2,5,6,4,1,1,1,0
79.46,2,2,4,1,0,1,1,0
183.72,1,2,6,2,0,1,1,0
24.95,3,2,8,7,0,1,1,1
24.95,1,4,6,5,0,1,1,0
134.9,1,4,7,5,1,1,1,0
31.89,3,3,9,2,1,1,1,0
1.78,3,4,9,3,1,1,1,0
107.96,3,3,5,5,1,1,1,1
33.87,2,2,11,1,0,1,1,0
113.82,1,4,7,1,1,1,1,0
348.73,1,5,8,5,1,1,1,0
79.91,4,3,3,3,1,1,1,0
31.5,3,3,5,7,1,1,1,0
89.99,2,2,3,1,0,1,1,1
42.07,3,3,8,7,1,1,1,1
48.85,1,5,8,6,1,1,1,0
109.97,1,6,6,6,1,1,1,0
105.05,1,4,5,7,1,1,1,0
25.99,1,4,8,7,1,1,1,0
146.39,1,4,6,7,1,1,0,1
354.11,2,3,11,1,1,1,1,0
43.65,3,2,7,7,1,1,1,1
19.79,4,2,6,7,1,1,1,1
57.06,1,2,3,4,0,1,1,0
159.98,1,3,9,6,1,1,1,0
12.39,1,3,10,5,1,1,1,0
108.98,3,3,9,5,1,1,1,0
124.21,2,6,4,6,1,1,1,1
183.52,1,2,7,7,0,1,1,0
16.99,1,2,2,3,1,1,1,0
45,2,2,7,5,0,1,1,0
87.94,1,4,5,1,1,1,1,1
49.04,1,4,11,6,1,1,1,1
49.99,3,2,3,1,0,1,1,0
86.03,1,3,10,7,1,1,1,0
90.28,4,4,9,7,1,1,1,0
293.87,3,3,9,5,1,1,1,0
51.42,3,5,11,5,1,1,1,0
30.34,1,2,4,5,1,2,1,0
29.97,2,2,8,4,0,1,1,0
4.92,2,2,9,7,0,1,1,0
39.99,2,5,8,5,1,1,1,0
134.29,4,3,11,6,1,1,1,0
55.98,1,2,10,5,0,1,1,0
117.41,3,2,8,7,1,1,1,1
29.48,3,3,8,7,1,1,1,0
41.43,3,5,6,7,1,1,1,0
16.49,1,4,9,5,1,1,1,1
5.24,2,4,8,7,1,1,1,0
15.73,4,4,5,5,1,1,1,1
49.42,3,4,10,6,1,1,1,0
60.12,3,3,4,1,1,1,1,0
40.22,4,4,7,7,1,1,1,1
92.39,3,4,11,7,1,1,1,0
15.56,4,2,6,3,0,1,1,1
12.24,3,3,7,1,1,1,1,0
29.99,3,2,5,5,1,1,1,0
49.99,2,3,8,5,1,1,1,1
32.99,2,1,7,6,0,1,1,1
246.21,3,3,9,5,1,1,1,1
23.98,4,3,4,5,1,1,1,1
156.36,1,2,9,6,1,1,1,0
304.5,1,2,11,1,0,1,1,0
100.07,2,2,9,5,0,1,1,0
66,1,3,11,7,1,1,1,0
56.83,3,4,3,5,1,1,1,0
8.49,3,3,7,7,1,1,1,0
91.11,3,6,7,7,1,1,1,0
36.98,3,1,6,5,0,1,1,0
130.09,1,4,8,6,1,1,1,0
79.98,3,4,4,4,1,1,1,0
36.02,3,5,3,1,1,1,1,0
188.05,2,2,4,2,0,2,1,0
12.99,3,3,5,1,1,2,1,1
12.99,1,1,7,7,0,1,0,0
31.98,3,4,7,5,1,1,1,0
105.7,4,4,8,6,1,1,1,0
127,1,3,7,2,1,1,1,0
65.91,1,1,7,2,0,1,1,0
20,4,4,7,1,1,1,1,0
359,2,2,6,5,0,1,1,0
12.99,1,5,8,5,1,1,1,0
93.77,1,2,5,5,0,3,1,0
49.95,2,2,3,4,1,2,1,0
110.18,2,3,11,5,1,2,1,0
16.99,3,2,5,7,0,1,1,0
110.27,3,3,11,5,1,1,1,0
194.1,3,3,6,5,1,1,1,0
29.06,2,4,4,6,1,1,1,0
535.42,4,2,5,2,0,1,1,0
101.89,4,2,9,7,0,1,1,0
16.2,3,4,9,4,1,1,1,1
8.99,1,4,8,7,1,1,1,1
24.99,3,4,4,5,1,1,1,0
49.98,1,4,11,6,1,1,1,0
129.99,3,2,3,5,0,1,1,0
34.99,4,3,9,4,1,1,1,0
124.99,4,4,10,5,0,5,1,0
75.27,2,1,10,2,0,1,0,0
276.16,2,4,6,6,1,2,1,0
162.86,2,2,3,2,0,1,1,0
1545.44,4,2,3,7,0,1,1,1
154.83,3,2,11,1,0,2,1,0
9.23,3,2,4,4,1,1,1,0
118.21,1,3,10,7,1,1,1,0
228.41,3,3,8,1,1,1,1,0
28,1,4,11,7,1,1,1,0
378.06,3,6,11,4,1,1,1,1
22.48,2,2,8,7,1,1,1,1
5.99,3,3,9,7,1,1,1,0
221.58,3,2,6,3,1,1,1,0
778.22,4,3,4,6,1,1,1,0
33.1,1,2,11,5,1,1,1,0
94.97,4,4,11,7,1,1,1,0
102.26,1,1,10,6,0,1,1,0
380.09,4,3,8,7,1,1,1,0
1579.98,3,6,7,7,1,1,1,0
1731.68,1,3,6,7,1,1,1,0
102.83,3,4,11,5,1,1,1,0
54.72,4,2,3,5,1,1,1,0
13.25,3,4,2,4,0,1,1,0
40.88,2,2,6,6,0,1,1,0
9.99,3,2,2,5,0,1,1,0
26.76,3,2,10,3,0,1,1,0
24.13,2,5,3,1,1,1,1,0
17.16,3,3,9,5,1,1,1,0
2.58,3,4,6,6,1,1,1,1
17.95,1,6,7,1,1,1,1,0
44.93,2,3,5,5,1,1,1,0
4.85,4,4,11,1,1,1,1,0
137.44,3,4,7,6,0,1,1,0
4.97,1,4,9,5,1,1,1,0
26.41,3,4,8,7,1,1,1,0
15.15,3,2,3,6,1,1,1,0
200.51,1,4,5,1,0,1,1,0
39.94,1,4,5,7,1,1,1,0
7.41,3,4,11,4,1,1,1,1
14.95,4,2,7,1,1,1,1,0
259.91,4,3,11,7,1,1,1,0
2561.15,3,2,6,3,1,1,1,0
33.47,2,2,5,7,0,1,1,0
144.5,1,2,4,2,0,1,1,0
51.28,3,3,8,7,1,1,1,0
49.78,2,3,11,1,1,1,1,0
90.35,2,2,9,7,0,1,1,0
28.8,2,2,3,1,0,1,1,0
8.38,4,5,8,7,0,1,1,1
6.5,3,5,8,7,1,1,1,0
30.95,3,3,2,5,1,1,1,0
398.79,3,3,6,3,1,1,1,0
290.27,4,2,3,2,1,5,1,0
152.72,3,3,8,7,1,1,1,0
30.16,4,2,6,7,0,1,1,0
59.9,1,5,6,6,1,1,1,0
29.67,3,3,7,7,1,1,1,0
52,3,4,2,5,1,1,1,1
29.99,1,3,3,6,1,3,1,0
361.93,4,3,7,1,1,5,1,0
56.99,2,6,7,6,1,1,1,0
53.37,4,4,9,5,1,1,1,0
26.01,2,2,8,4,1,1,1,0
114.93,2,3,6,7,1,1,1,1
62.1,3,5,3,1,1,1,1,0
24.7,3,3,8,7,1,1,1,0
211.49,3,5,6,7,1,1,1,0
6.98,2,2,8,4,0,1,1,0
15.56,2,2,9,1,0,1,0,0
127.87,3,5,8,6,1,1,1,1
18,4,4,11,7,1,3,1,1
35.87,3,4,6,5,1,1,1,0
103.65,1,5,8,2,0,1,1,0
154.98,1,4,11,6,1,1,1,1
95.04,3,2,6,7,0,1,1,0
29.33,2,2,10,6,0,1,1,1
0.99,1,2,6,1,1,1,1,0
27.52,4,4,9,7,0,1,1,0
90.5,3,3,10,7,1,2,1,0
345.64,4,4,5,5,1,1,1,0
85.45,4,3,5,7,1,1,1,1
253.83,2,3,4,7,1,1,1,0
0.99,1,2,4,6,1,1,0,0
29.99,3,3,9,7,1,1,1,0
30.7,3,2,8,7,1,1,1,0
24.99,4,2,11,6,0,1,1,1
84.95,3,3,11,2,1,1,1,0
1880.94,4,5,5,3,0,1,1,0
774.48,4,2,10,3,0,5,1,1
25.89,3,3,8,5,1,1,1,0
238.89,2,2,11,5,1,1,1,0
25.99,2,6,6,5,1,1,1,0
140.81,3,2,9,2,1,1,1,0
45.95,2,3,6,5,1,1,1,0
227.2,4,2,8,5,0,1,1,0
235.7,3,1,11,3,0,1,1,0
43.92,4,2,11,3,1,1,1,0
9.99,4,5,9,5,1,1,1,0
22.24,2,2,6,6,0,1,1,1
9.99,2,5,6,6,1,1,1,0
0.87,1,6,8,7,1,1,1,0
55.1,3,3,10,5,1,1,1,0
108.94,1,3,3,5,1,1,1,0
64.22,2,2,7,7,1,1,1,0
10.85,3,2,5,5,0,1,1,0
15.37,3,3,10,7,1,1,1,0
51.56,4,4,3,7,1,1,1,0
127.88,3,3,5,6,1,1,1,0
26.98,4,3,9,5,1,1,1,0
98.15,1,1,3,1,0,1,1,0
103.34,1,5,3,4,1,1,1,0
79.49,1,4,9,7,1,1,1,0
21.37,4,2,11,2,0,1,1,1
74.94,3,4,11,5,0,1,1,1
38.5,2,6,7,4,1,1,1,0
155.57,1,6,6,7,1,1,1,1
9.56,4,2,11,1,0,1,1,0
28.5,1,3,5,5,1,1,1,0
204.19,2,2,10,2,1,1,1,0
91.3,4,3,10,5,1,1,1,1
493.68,1,3,11,5,1,1,1,0
25.53,3,2,4,3,1,1,1,0
154.42,1,2,10,5,0,1,1,0
1.85,2,3,11,5,1,1,1,0
29.47,3,3,9,5,1,5,1,0
22.99,4,3,7,5,1,1,1,0
29.97,2,3,3,6,1,1,1,0
48.13,3,5,3,2,1,5,1,0
629.73,1,3,6,5,1,1,1,0
31.58,3,3,9,5,1,1,1,1
23.18,1,6,9,7,1,1,1,0
268.74,3,2,11,7,0,1,1,0
816.51,3,2,3,1,0,1,1,0
46.14,3,3,7,1,0,1,1,0
180.7,3,1,4,5,0,1,1,0
19.59,4,3,7,4,1,1,1,0
25.96,3,3,9,5,1,1,1,0
185.4,1,2,9,2,0,1,1,0
38.98,3,2,9,5,0,1,1,0
59.27,3,3,8,7,0,1,1,0
234.98,3,4,7,7,1,1,1,0
16.47,1,4,7,4,1,1,1,0
4.4,1,3,9,7,1,1,1,0
50,3,3,8,7,1,1,1,0
79.96,2,2,11,7,0,1,1,1
29.95,3,3,9,7,1,1,1,0
40.68,1,3,3,7,1,1,1,0
11.25,3,1,7,6,0,1,1,0
21.93,3,4,11,2,1,1,1,0
11.16,2,4,4,1,1,1,1,1
11.9,2,4,5,6,0,2,1,0
55.94,2,3,9,7,1,1,1,0
53.71,1,4,7,6,1,1,1,0
27.12,1,2,8,7,0,1,1,0
12.99,4,3,6,6,1,5,1,1
11.53,3,3,11,6,0,1,1,0
119.99,1,4,7,7,1,1,1,0
170.94,3,2,5,5,1,1,1,0
246.82,4,2,7,7,1,1,1,0
26.98,3,3,3,1,1,1,1,0
2146.94,2,5,9,7,1,1,1,0
13.44,3,4,5,5,1,1,1,1
10.19,1,2,4,6,1,1,1,1
82.26,4,3,8,7,1,1,1,0
24.01,1,4,11,5,1,1,1,0
134.37,3,2,11,4,0,1,1,1
67.45,1,2,5,4,0,1,1,1
36,4,5,7,6,1,1,1,1
6,1,1,5,6,0,1,1,0
26.52,1,4,11,7,1,1,1,0
2.5,2,4,11,4,1,2,1,0
70.61,4,4,7,7,1,1,1,1
85.45,3,3,11,4,1,1,1,0
46.8,3,3,9,3,1,2,1,0
209.94,1,2,6,7,1,1,1,0
117.36,4,5,10,3,1,1,1,1
107.76,3,2,10,5,1,1,1,0
51.82,3,3,11,4,1,1,1,0
5.93,3,2,9,6,0,1,1,1
721.9,3,4,10,6,1,1,1,0
14.19,1,3,6,7,1,1,1,1
29.93,4,2,8,6,1,1,1,1
202.41,3,4,4,1,1,1,1,0
169.6,3,4,8,4,0,1,1,1
84.79,1,3,6,7,1,1,1,0
6.99,4,2,7,6,0,1,1,0
60.94,4,3,6,4,1,2,1,0
139.98,2,1,8,6,0,1,1,0
12.99,4,3,9,5,1,2,1,1
67.95,4,4,8,6,1,1,1,0
29.86,2,6,10,7,1,1,1,0
35.11,2,2,6,6,0,1,1,1
27.94,2,2,6,6,0,1,1,0
200.98,1,5,11,5,1,1,1,0
13.95,4,4,10,7,0,1,1,0
12.13,1,1,10,6,0,1,1,0
34.31,4,4,7,7,1,1,1,0
620.36,4,4,5,1,1,1,1,0
129.95,1,3,3,1,0,1,1,1
851.71,4,4,8,4,1,3,1,1
400.99,1,4,7,6,1,1,1,1
131.8,4,2,6,6,0,1,1,0
12.07,1,4,7,2,1,1,1,1
27.49,3,2,4,7,0,1,1,0
286.76,3,2,7,7,0,1,1,0
421.37,1,4,4,5,1,1,1,1
5.99,2,3,7,7,1,1,1,0
23.24,2,2,5,2,0,1,1,0
25.76,3,2,9,5,0,2,1,1
50,1,2,8,1,0,1,1,0
49.94,1,2,6,5,1,1,1,0
54.46,1,1,7,2,0,1,1,0
67.32,2,1,3,7,0,1,1,0
22.5,3,2,8,3,0,1,0,0
340.57,2,2,6,5,0,1,1,0
37.3,3,4,6,7,1,1,1,0
44.99,4,3,9,5,1,1,1,0
5,2,4,11,2,1,1,1,0
68.98,3,2,8,5,1,1,1,0
41.89,1,2,6,3,0,1,1,0
39.95,2,6,8,5,1,1,1,0
59.97,1,5,7,6,1,1,1,0
29.95,3,5,5,7,1,1,1,0
26.89,1,2,8,5,1,1,1,0
256.41,1,4,9,7,1,1,1,0
59.9,2,2,7,7,0,1,1,0
64.88,3,4,7,2,1,1,1,0
25.92,3,1,8,7,0,1,1,0
25.67,3,2,4,6,0,1,1,0
178.05,1,2,5,6,0,1,1,0
346.7,1,3,6,5,1,1,1,0
123.36,4,2,11,2,0,1,1,0
244.96,3,2,10,7,1,1,1,0
142.85,1,3,10,5,1,1,1,0
98.5,3,3,4,3,1,1,1,1
81.9,4,2,3,1,1,1,1,0
150.06,3,5,9,5,1,1,1,0
39.99,4,3,3,5,0,3,1,1
28.23,1,4,9,6,1,1,1,0
95.76,3,6,10,6,1,1,1,0
3979.04,4,3,5,3,1,1,1,0
45.98,4,3,5,4,1,1,1,0
38.67,2,3,8,5,1,1,1,0
73.99,3,4,4,7,1,1,1,0
199.84,4,3,4,6,0,1,1,0
42.35,3,5,6,1,1,1,1,0
57.76,1,2,6,7,0,1,1,0
56.99,4,2,11,2,1,3,1,0
29.99,4,2,6,5,0,1,1,0
166.44,2,5,4,4,1,1,1,0
97.96,4,4,8,7,1,1,1,0
278.32,4,4,9,5,1,5,1,0
150.61,3,6,10,6,1,1,1,1
6.6,3,1,5,5,0,1,1,0
9.49,1,5,8,7,1,1,1,0
60.58,3,2,3,6,1,1,1,1
363.93,3,2,3,5,0,1,1,0
37.12,4,2,10,6,0,1,1,0
29.9,1,6,9,5,1,1,1,0
27.53,1,2,7,6,0,1,1,0
29.78,3,3,6,3,0,1,1,0
174,3,2,6,4,0,1,1,0
67.99,1,5,7,7,1,1,1,0
2.4,2,2,8,6,0,2,1,1
9.15,1,2,7,2,0,2,1,0
110.48,4,4,8,6,1,1,1,0
18.99,1,2,11,6,0,1,1,1
187.38,4,2,6,4,0,3,1,0
471.91,3,2,7,6,0,1,1,0
680.17,2,1,4,4,0,5,1,1
4.75,1,2,3,2,1,1,1,1
754.87,2,2,9,1,0,1,1,0
9.97,3,2,5,7,1,1,1,0
141.92,2,3,9,7,0,1,1,0
24.98,4,2,10,7,0,1,1,0
32.97,3,4,10,5,1,1,1,0
27.97,1,4,7,5,1,1,1,1
47.9,2,1,4,5,0,1,1,1
40.96,3,3,11,3,1,1,1,1
41.44,4,2,3,6,0,1,1,1
3.08,1,4,9,7,1,1,1,0
12.99,3,2,8,5,0,1,1,1
41.08,2,2,4,4,0,2,1,0
82.76,3,1,6,2,0,1,1,0
203.98,2,2,3,7,0,1,1,0
483.63,2,2,5,5,1,1,1,0
18.97,4,2,4,5,1,1,1,1
259.78,1,2,4,7,1,1,1,0
172.27,1,3,5,7,0,3,1,0
111.85,1,3,9,6,1,1,1,1
44.92,1,3,3,4,0,3,1,0
41.97,2,2,4,4,0,1,1,0
545.31,1,2,10,7,0,1,1,0
10.2,4,3,11,6,0,3,1,0
19.99,1,2,8,2,1,1,1,1
49.52,3,5,4,3,0,2,1,0
120.05,1,4,11,7,1,1,1,0
64.96,4,3,5,5,1,1,1,0
57.91,1,3,4,3,1,1,1,0
26.54,3,6,8,7,1,1,1,0
28.68,4,4,5,6,1,1,1,0
330.88,3,1,11,7,0,1,1,1
48.44,3,2,9,2,0,1,1,0
119.44,3,6,9,5,1,1,0,0
14.93,1,5,6,7,1,1,1,0
9.42,3,2,6,2,1,1,1,0
17.21,2,2,4,2,0,1,1,0
167.55,4,3,9,3,1,1,1,0
939.06,4,3,5,7,1,1,1,1
25,1,3,9,4,1,1,1,0
17.76,1,5,10,5,1,5,1,0
124.16,4,4,9,2,1,1,1,0
7.99,2,3,11,4,1,1,1,1
356.98,3,3,8,7,1,1,1,0
94.11,1,4,6,2,1,5,1,1
1,2,4,5,6,1,1,1,0
30.76,4,5,10,7,1,1,1,0
45.52,2,2,8,6,1,1,1,0
25.6,3,4,4,2,1,2,1,1
171.96,3,2,11,3,0,1,1,0
32.98,4,1,11,5,0,1,1,0
19,3,4,7,2,1,1,1,0
115.99,3,2,9,1,0,1,1,1
38.46,2,5,8,7,1,1,1,0
78.88,1,4,5,6,1,1,1,0
999.98,1,3,7,5,1,1,1,0
200.15,3,5,7,7,1,1,1,0
53.92,2,6,9,5,1,1,1,0
79.9,1,4,6,6,1,1,1,0
89.99,3,2,10,5,1,1,1,1
12.05,2,3,6,3,1,1,1,0
11.06,4,2,3,1,1,1,1,1
11.2,4,2,2,4,0,1,1,0
58.84,3,1,7,5,0,1,0,0
14.5,1,2,9,2,0,1,1,0
146.1,3,3,11,1,1,2,1,0
21.92,3,3,4,4,1,1,1,1
97.95,3,6,8,4,1,1,1,1
22.47,4,4,8,7,1,1,1,0
23.79,3,3,8,5,1,1,1,1
26.72,3,4,11,6,1,1,1,1
61.84,1,2,10,6,1,1,1,0
16.99,3,3,9,1,1,1,1,1
485.66,4,4,8,7,1,3,1,0
7.99,4,4,10,2,1,5,1,1
4.99,4,2,9,7,1,1,1,0
9.99,4,6,7,1,1,1,1,0
120.6,3,5,9,7,1,1,1,1
63.18,3,3,5,1,1,1,1,0
0.17,3,6,8,6,1,1,1,0
28.94,3,4,6,2,1,1,1,1
80.98,3,5,7,7,1,1,1,0
40.93,2,2,3,1,0,1,1,0
49.34,4,2,5,6,1,1,1,0
73.93,3,2,10,5,0,1,1,0
39.95,3,2,4,1,0,1,1,1
5.98,3,3,5,4,1,1,0,1
16.46,2,5,6,6,1,1,1,0
63.49,2,3,5,5,1,2,1,0
1847.79,1,2,6,5,1,1,1,1
440.27,3,4,3,1,1,1,1,0
28.87,2,2,11,1,1,1,1,0
31.99,2,3,7,2,1,1,1,0
294.45,1,4,10,5,1,1,1,0
59.9,3,2,5,6,1,1,1,0
30.5,4,3,6,5,1,1,1,1
503.35,4,2,7,6,0,1,1,0
70.03,1,3,10,6,1,1,0,0
48.75,4,4,5,3,1,1,1,0
289.56,1,2,6,7,1,1,1,0
1.88,3,2,5,6,0,1,1,0
136.82,2,3,5,5,1,1,1,1
31.98,2,4,10,7,1,1,1,0
11.98,2,1,10,5,0,2,1,0
710.89,4,3,9,5,1,5,1,0
149.99,2,4,8,5,1,1,1,1
486.75,3,4,9,4,1,1,1,0
53.32,2,5,8,7,1,1,1,1
3.8,3,3,6,7,0,1,1,0
63.98,4,2,9,4,0,1,1,0
100.41,4,4,8,5,1,1,1,1
99.95,4,3,10,6,1,1,1,1
12.98,2,4,9,6,1,1,1,0
51.38,3,1,11,5,0,1,1,0
10.99,2,2,6,2,0,1,1,0
58.69,1,4,9,7,1,1,1,0
46.94,1,2,6,5,0,1,1,0
45.34,2,4,5,1,1,2,1,0
366.47,4,1,9,4,0,1,1,0
139.91,2,5,3,5,1,1,1,0
13.6,2,4,7,5,1,1,1,0
177.75,2,4,7,6,1,1,1,0
42.99,3,5,11,5,1,1,1,0
26.12,3,6,7,7,1,1,1,0
29.99,2,5,6,5,1,1,1,0
100.49,4,3,8,7,1,1,1,0
27.71,2,2,3,6,0,1,1,1
28.21,3,2,7,1,1,2,1,0
29.9,2,1,3,5,0,1,1,1
9.74,1,2,10,6,1,1,1,0
21.6,3,2,11,7,0,1,1,0
7.68,2,6,7,5,1,1,1,0
150.34,2,2,4,1,0,1,1,0
115.62,2,5,8,1,1,1,1,0
21.94,3,3,4,2,1,1,1,1
102.64,3,4,3,5,0,1,1,1
387.99,3,3,4,5,1,1,1,0
1.99,3,2,6,5,0,1,1,0
61.99,2,3,9,3,1,1,1,0
22.99,2,4,8,4,1,1,1,1
23.01,4,1,9,7,0,1,1,0
36.11,4,4,10,5,1,1,1,0
35.88,4,1,3,5,0,3,1,0
31.26,3,3,3,1,1,1,1,1
3,1,2,8,6,1,1,1,0
7.29,2,6,7,7,1,1,1,0
3.65,3,4,7,6,1,1,1,0
154.84,3,5,10,3,1,1,1,0
116.65,3,2,9,3,0,1,1,1
691.04,4,3,8,1,1,1,1,0
63.33,4,3,3,2,1,1,1,0
36.65,4,1,8,6,0,1,1,0
389.99,3,5,9,3,1,5,1,0
67.74,3,2,11,5,0,1,1,0
7.54,2,2,4,1,0,1,1,0
17.19,3,3,8,6,1,1,1,1
70,2,3,7,5,1,1,1,0
30.54,4,3,8,7,1,1,1,0
150.27,4,4,11,5,1,1,1,0
27.49,3,2,6,7,0,1,1,0
3.5,3,2,10,5,0,1,1,0
7.97,2,1,4,4,0,1,0,0
13.9,4,2,11,6,1,1,1,0
269.98,3,5,4,6,1,1,1,1
32.12,3,2,9,6,0,1,1,0
67.94,3,2,10,6,1,1,1,0
86.88,4,5,8,5,1,1,1,0
53.62,1,4,9,7,1,1,1,1
343.96,1,4,8,7,1,1,1,0
45.6,1,2,5,3,1,1,1,0
134.01,1,5,3,5,1,1,1,0
96.97,1,3,7,7,1,1,1,0
167.45,4,5,11,7,1,1,1,0
30.12,2,2,9,3,1,1,1,0
37.05,4,3,4,1,1,1,1,1
69,3,2,3,6,0,1,1,0
202.74,4,5,7,3,1,1,1,0
2.09,4,3,9,5,1,1,1,0
6.22,3,1,9,1,0,1,1,0
46.13,2,1,3,2,0,1,1,1
9.25,3,3,3,2,0,1,1,0
19.47,4,3,7,7,1,1,1,0
77.99,1,1,9,4,0,1,1,0
737.19,3,3,5,6,1,1,1,0
73.32,3,5,8,5,1,1,1,0
15.99,1,6,4,5,1,1,1,0
169.46,3,5,11,1,1,1,1,1
249.99,1,3,6,4,1,1,1,0
114.68,3,2,7,3,0,1,1,0
110.75,1,4,9,7,1,1,1,0
468.77,2,3,11,1,0,1,0,1
69.96,1,3,5,5,1,1,1,0
368.88,4,3,3,1,1,1,1,1
27.18,3,3,8,6,1,1,1,1
79.88,2,3,2,2,1,1,1,0
70.05,4,4,7,7,1,1,1,0
14.27,3,4,10,6,1,1,1,0
10.36,3,3,11,7,1,1,1,0
60,1,3,10,5,0,1,0,1
51.43,3,4,11,5,0,1,1,1
114.44,1,5,5,7,1,1,1,1
132.98,1,2,9,7,0,1,1,0
414.83,3,3,6,5,1,1,0,1
56.62,2,2,4,6,0,1,1,0
39.89,3,5,6,2,1,1,1,0
31.46,3,2,7,6,0,1,0,0
67.89,3,5,7,4,1,2,1,0
159,1,5,6,7,1,1,1,1
481.26,4,4,11,7,0,1,1,0
97.23,3,2,4,1,0,1,1,0
12.53,3,5,9,2,1,2,1,0
91.67,3,3,4,6,1,1,1,0
44.19,3,5,11,7,1,1,1,0
878.88,1,2,5,6,0,1,1,0
63.79,2,5,7,7,1,1,1,0
47.79,2,2,6,2,0,1,1,1
26.92,1,4,8,7,1,1,1,1
209.88,4,2,11,5,0,3,1,0
165.94,1,2,11,5,0,1,1,0
19.12,1,3,3,1,1,1,1,0
121.23,3,3,5,7,1,1,1,0
9.9,1,2,5,7,1,1,1,1
45.98,4,2,6,1,0,1,1,0
45.88,3,5,6,3,1,1,1,1
47.2,3,4,2,5,1,1,1,0
103.69,2,1,5,2,0,1,0,0
47.37,1,4,9,7,1,5,1,1
7.99,3,2,6,7,0,1,1,0
197.96,3,2,7,7,0,1,1,0
150.3,2,2,7,5,1,1,1,0
519.3,4,2,11,5,0,1,1,0
527.26,3,4,4,3,1,1,1,0
74.26,4,2,11,6,0,1,0,0
13.57,4,2,3,4,0,1,1,0
40.8,3,2,4,1,0,1,1,0
89.07,1,2,2,1,0,1,1,0
10.85,1,6,10,4,1,1,1,0
21.4,2,3,4,7,1,1,1,0
59.39,3,3,6,5,1,1,1,0
20.44,2,2,6,4,0,1,1,0
14.87,3,5,3,1,1,1,1,0
59.28,3,3,4,1,1,2,1,0
59.94,3,2,8,3,0,1,1,1
10.49,3,3,7,7,1,1,1,0
132.25,1,3,11,1,0,1,1,0
152.66,3,3,5,4,1,1,1,0
7.95,3,3,8,4,1,1,1,0
323.09,2,5,6,4,1,1,1,0
54,3,2,4,7,1,1,1,0
9.94,3,2,10,1,1,1,1,0
166.56,2,2,6,5,1,1,1,1
30.47,2,2,5,5,0,1,1,0
19.95,4,3,6,4,1,1,1,0
9.95,3,5,8,7,1,1,1,0
197.49,4,4,5,2,1,1,1,1
135.94,2,1,4,1,0,1,1,0
206.23,1,2,6,7,1,1,1,1
27.04,1,3,11,7,1,2,1,0
32.66,3,3,11,5,1,1,1,0
130.83,1,4,7,7,1,1,1,0
62.61,1,4,7,6,0,2,1,1
47.5,4,2,6,7,1,1,1,0
16.04,2,3,4,6,1,1,1,0
9.98,2,2,5,1,1,1,1,0
18,4,2,3,5,1,1,1,1
5.2,4,4,9,6,1,1,1,1
39.98,3,4,5,6,1,1,1,0
61.43,1,4,4,5,1,1,1,0
40.01,3,2,2,5,0,1,1,0
12.99,3,3,11,1,1,2,1,1
9.99,4,6,9,7,1,1,1,0
108.99,3,2,7,7,1,1,1,1
19.99,3,1,7,1,0,1,1,0
7.85,2,2,4,5,1,1,1,0
0.28,1,3,3,5,1,1,1,0
134.53,1,3,6,1,1,5,1,1
80,2,4,6,6,0,1,1,0
100.24,4,2,7,4,0,1,1,0
419.45,3,2,10,5,1,1,1,0
73.83,3,1,8,4,0,2,1,0
92.91,1,4,9,6,1,1,1,0
49.39,3,1,8,2,0,1,1,0
28.57,2,5,10,1,1,2,0,1
110.83,3,2,7,7,1,1,1,0
20.89,1,1,10,1,0,1,1,0
26.37,1,4,10,1,1,1,1,0
75.15,4,2,10,6,1,1,1,0
12.5,3,5,9,6,1,2,1,0
26.5,4,4,4,3,1,1,1,0
501.83,3,3,11,7,1,1,1,0
79.99,1,4,9,5,1,2,1,1
57.19,1,2,10,5,0,1,1,0
216.23,2,6,8,5,1,2,1,1
11.06,3,4,5,4,1,1,1,0
37.28,1,2,9,1,1,1,1,0
242.23,4,5,7,6,1,1,1,0
64.01,1,3,11,4,1,1,1,0
69.99,1,5,10,5,1,1,1,0
281.86,4,2,6,7,1,1,1,0
35,3,3,9,4,1,1,1,0
30.09,3,2,11,2,1,1,1,0
18.59,2,2,10,3,0,1,1,1
24,3,2,7,2,1,1,1,0
278.95,3,1,4,5,0,1,1,0
271.78,3,2,11,5,1,1,1,1
